ins_202421954,J3_1_2,j_293,1,Terminated,333930,333931,m_1908,1,1,73,95,0.02,0.02
ins_1237598018,J6_4_5,j_293,1,Terminated,333930,333931,m_2415,1,1,64,64,0.03,0
ins_467482961,R7_3_6,j_293,1,Terminated,333930,333931,m_2138,1,1,41,41,0.02,0
ins_1237598214,J6_4_5,j_293,1,Terminated,333930,333931,m_2463,1,1,60,60,0.02,0
ins_202421790,J3_1_2,j_293,1,Terminated,333930,333931,m_2033,1,1,75,75,0.02,0
ins_485180434,R9_8,j_293,1,Terminated,333930,333931,m_1066,1,1,32,79,0.04,0.06
ins_467482114,R7_3_6,j_293,1,Terminated,333930,333931,m_3061,1,1,44,78,0.02,0.02
ins_234331881,M1,j_293,1,Terminated,333930,333931,m_2298,1,1,78,84,0.02,0.02
ins_467478759,R7_3_6,j_293,1,Terminated,333930,333931,m_440,1,1,42,42,0.02,0
ins_1237597920,J6_4_5,j_293,1,Terminated,333930,333931,m_2208,1,1,79,93,0.02,0.02
ins_202421711,J3_1_2,j_293,1,Terminated,333930,333931,m_1153,1,1,69,69,0.02,0
ins_467481250,R7_3_6,j_293,1,Terminated,333930,333931,m_478,1,1,47,63,0.02,0.02
ins_467479569,R7_3_6,j_293,1,Terminated,333930,333931,m_472,1,1,41,80,0.02,0.02
ins_981497925,M5,j_293,1,Terminated,333930,333931,m_1375,1,1,82,90,0.02,0.02
ins_1172092068,M4,j_293,1,Terminated,333930,333931,m_4013,1,1,83,83,0.02,0
ins_467480319,R7_3_6,j_293,1,Terminated,333930,333931,m_2961,1,1,40,54,0.02,0.02
ins_467483861,R7_3_6,j_293,1,Terminated,333930,333931,m_894,1,1,42,44,0.02,0.02
ins_774674795,M2,j_293,1,Terminated,333930,333931,m_1399,1,1,86,86,0.02,0
ins_30496252,J4_2_3,j_230,1,Terminated,668551,668554,m_3380,1,1,38,75,0.42,0.81
ins_9232112,M3,j_230,1,Terminated,668551,668553,m_534,1,1,65,146,0.03,0.03
ins_133458221,R9_1_8,j_230,1,Terminated,668551,668557,m_4010,1,1,10,69,0.1,0.11
ins_133458307,R9_1_8,j_230,1,Terminated,668551,668557,m_2209,1,1,9,76,0.1,0.11
ins_910260642,J8_4_5_7,j_230,1,Terminated,668551,668557,m_2854,1,1,36,161,0.6,0.83
ins_910260564,J8_4_5_7,j_230,1,Terminated,668551,668557,m_1689,1,1,34,130,0.64,0.87
ins_133458458,R9_1_8,j_230,1,Terminated,668551,668557,m_3790,1,1,11,59,0.1,0.11
ins_542822837,M1,j_230,1,Terminated,668551,668553,m_3036,1,1,50,120,0.02,0.03
ins_866178446,M5,j_230,1,Terminated,668551,668552,m_1837,1,1,77,78,0.02,0.02
ins_910260717,J8_4_5_7,j_230,1,Terminated,668551,668557,m_3041,1,1,50,116,0.77,0.99
ins_133458708,R9_1_8,j_230,1,Terminated,668551,668557,m_3813,1,1,10,93,0.1,0.11
ins_133458540,R9_1_8,j_230,1,Terminated,668551,668557,m_3256,1,1,11,90,0.15,0.16
ins_910261026,J8_4_5_7,j_230,1,Terminated,668551,668557,m_126,1,1,32,112,0.69,0.92
ins_1073025934,M2,j_230,1,Terminated,668551,668554,m_2505,1,1,93,136,0.03,0.03
ins_30496428,J4_2_3,j_230,1,Terminated,668551,668554,m_2159,1,1,39,97,0.61,0.81
ins_30496344,J4_2_3,j_230,1,Terminated,668551,668554,m_3800,1,1,39,98,0.42,0.81
ins_910260794,J8_4_5_7,j_230,1,Terminated,668551,668557,m_2286,1,1,35,130,0.64,0.87
ins_133458382,R9_1_8,j_230,1,Terminated,668551,668557,m_2764,1,1,10,60,0.12,0.13
ins_960023865,R7_6,j_230,1,Terminated,668551,668556,m_2746,1,1,62,333,0.03,0.04
ins_1127937513,M6,j_230,1,Terminated,668551,668555,m_1766,1,1,85,89,0.14,0.14
ins_133458788,R9_1_8,j_230,1,Terminated,668551,668557,m_1531,1,1,10,74,0.12,0.13
